Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3491500,BOSTON,15-Jun-2013,4:00 PM,Non-fatal injury,3,2,0,Angle,V1: Changing lanes / V2:Travelling straight ahead / V3:Changing lanes,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S,,Exit 23 on Rte 93 S,,,236856.2793,901152.8251
3527459,BOSTON (HYDE PARK),15-Jun-2013,5:21 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,DANA AVENUE / TRUMAN HIGHWAY,,,,,P2:Pedestrian,231159.8028,888909.0317
3491517,BOSTON,15-Jun-2013,9:35 PM,Non-fatal injury,2,2,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,WILLIAM T MORRISSEY BOULEVARD / FREEPORT STREET,,,,,,237149.8439,894580.3748
3473034,BOSTON,15-Jun-2013,11:05 PM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Not reported,V1:Southbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,V1: Motorcycle / V2:Not reported,Dry,Dark - lighted roadway,Not Reported,,Rte 93,,Exit 15 on Rte 93,,,236629.6253,897168.5001
3479437,BOSTON,16-Jun-2013,2:50 AM,Non-fatal injury,2,5,0,Head-on,V1: Other / V2:Travelling straight ahead,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 24 on Rte 93 S,RAMP TO THE CALLAHAN TUNNEL,,236397.1933,901565.6511
3502531,BOSTON,16-Jun-2013,3:19 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with median barrier ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear/Clear,COLUMBIA ROAD / QUINCY STREET,,,,,,235432.4218,895739.2499
3510078,BOSTON,16-Jun-2013,1:25 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Parked,V1:Not reported ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Dry,Daylight,Cloudy/Cloudy,CAMBRIDGE STREET / NORTH ANDERSON STREET,,,,,,235597.6309,901281.3965
3505756,BOSTON,16-Jun-2013,3:03 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Leaving traffic lane,V1:Westbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Daylight,Clear,RAMP - RT 90 WB TO RT 93 SB Rte 1A S / RAMP - RT 90 WB TO RT 93 NB / RAMP - RT 90 WB/CONGRESS STREET TO RT 93 Rte 1A S,,,,D-RAMP,,236475.7222,899745.5214
3502631,BOSTON (DORCHESTER),16-Jun-2013,6:24 PM,Non-fatal injury,1,1,0,Angle,V1: Turning right,V1:Westbound ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Dry,Daylight,Cloudy,MELVILLE AVENUE / WASHINGTON STREET,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",235306.5415,893734.2072
3476488,BOSTON,16-Jun-2013,7:35 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear/Clear,L STREET / EAST SIXTH STREET,,,,,,238296.2186,898173.1248
3484937,BOSTON (WEST ROXBURY),16-Jun-2013,8:15 PM,Not Reported,2,0,0,Unknown,V1: Turning right / V2:Parked,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dusk,Clear,SPRING STREET / TEMPLE STREET,,,,,,228037.5157,892032.6249
3476489,BOSTON,16-Jun-2013,9:05 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Unknown vehicle configuration,Dry,Dark - lighted roadway,Clear/Clear,MASSACHUSETTS AVENUE,,,,,,,
3463937,BOSTON,17-Jun-2013,00:00 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,LEVERETT CIRCLE Rte UNKNOW / MARTHA ROAD,,,,,235616.8745,901859.5295
3479149,BOSTON,17-Jun-2013,1:35 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S / UNKNOWN,,,,,235877.7213,898750.4168
3503837,BOSTON,17-Jun-2013,4:45 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Clear/Clear,CAMBRIDGE STREET / WARREN STREET,,,,,,229132.3033,900055.5814
3491327,BOSTON,17-Jun-2013,3:41 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Motorcycle,Dry,Daylight,Clear,GALLIVAN BOULEVARD / WASHINGTON STREET,,,,,,235509.2971,892128.6873
3476631,BOSTON,17-Jun-2013,7:20 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning right,V1:Westbound ,V1: Collision with guardrail ,V1: Passenger car,Wet,Daylight,Rain,,SOLDIERS FIELD ROAD,,,AT THE NEWELL BOATHOUSE,,230787.0834,902179.9392
3510073,BOSTON (CHARLESTOWN),17-Jun-2013,11:41 PM,Not Reported,2,0,0,Head-on,V1: Travelling straight ahead / V2:Unknown,V1:Southbound / V2:Northbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear/Cloudy,,CHELSEA STREET / CONSTITUTION ROAD,,,,,236375.0394,902673.3847
3479164,BOSTON,18-Jun-2013,1:42 AM,Property damage only (none injured),2,0,0,"Sideswipe, opposite direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,CHARLESGATE EAST / BEACON STREET,,,,,,233644.865,900055.8984
3491518,BOSTON,18-Jun-2013,7:10 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Entering traffic lane,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Single-unit truck (3-or-more axles) / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N,,Exit 13 on Rte 93 N,,,237420.1414,894076.5227
3471568,BOSTON,18-Jun-2013,8:01 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy,,Rte 90 E / UNKNOWN,,,,,231330.9165,900740.8618
3491330,BOSTON,18-Jun-2013,11:00 AM,Property damage only (none injured),6,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Slowing or stopped in traffic / V5:Slowing or stopped in traffic / V6:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound / V4:Southbound / V5:Southbound / V6:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic / V5: Collision with motor vehicle in traffic / V6: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V5:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V6:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 11A on Rte 93 S,,,237103.3223,891771.1571
3479150,BOSTON,18-Jun-2013,11:48 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,RAMP - RT 93 SB TO RT 90 WB / JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,Exit 20A/B on Rte 93 S,,,236954.5829,900820.1154
3484936,BOSTON (ROSLINDALE),18-Jun-2013,12:41 PM,Not Reported,1,0,0,Single vehicle crash,V1: Turning left,V1:Not reported ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Dry,Daylight,Clear,BELGRADE AVENUE / ANAWAN AVENUE,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",229154.9532,892898.4998
3475964,BOSTON,18-Jun-2013,1:13 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Daylight,Not Reported,STORROW DRIVE / CHARLESGATE WEST,,,,FENWAY EXIT,,233331.5159,900085.8125
3473133,BOSTON,18-Jun-2013,1:35 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Westbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Cloudy,,WEST ROXBURY PARKWAY / WELD STREET,,,,,229214.9217,893741.3752
3507356,BOSTON,18-Jun-2013,4:46 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with overhead sign support ,"V1: Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Not Reported,,SOLDIERS FIELD ROAD / UNIVERSITY ROAD,,,AT THE TRAIN BRIDGE,,232000.7692,900227.5603
3475965,BOSTON,18-Jun-2013,5:40 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Wet,Daylight,Rain,,SOLDIERS FIELD ROAD / SOLDIERS FIELD ROAD,,,,,230571.483,902524.3564
3510855,BOSTON,18-Jun-2013,6:45 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Wet,Daylight,Cloudy,,Rte 93 N,,Exit 11 on Rte 93,,,237094.7253,891674.8051
3513134,BOSTON (CHARLESTOWN),18-Jun-2013,9:45 PM,Not Reported,1,0,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Unknown vehicle configuration,Wet,Dark - lighted roadway,Cloudy,,RAMP - RUTHERFORD AVENUE TO RT 1 NB,,,RUTHERFORD AVENUE UNDERPASS,,235830.7742,902534.1386
3479170,BOSTON,19-Jun-2013,00:00 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with guardrail ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,GENERAL CASIMIR PULASKI SKYWAY Rte 93 S,,,SAVIN HILL,,236848.6336,895719.0684
3502434,BOSTON (DORCHESTER),19-Jun-2013,00:00 AM,Not Reported,2,0,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,DORCHESTER AVENUE / SAVIN HILL AVENUE,,,,,,236504.0624,895925.2498
3510754,BOSTON,19-Jun-2013,1:10 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Backing,V1:Northbound ,V1: Other ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,PARK LANE Rte UNKNOW / 1,,,,,233148.6569,895630.6506
3510308,BOSTON (BRIGHTON),19-Jun-2013,8:38 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with impact attenuator/crash cushion / V2: Collision with impact attenuator/crash cushion ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,855 COMMONWEALTH AVENUE,,,,,231755.0358,900136.011
3492434,BOSTON (HYDE PARK),19-Jun-2013,11:01 AM,Non-fatal injury,3,2,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Not reported / V3:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Other,Dry,Daylight,Clear,,1112 HYDE PARK AVENUE,,,,,231162.1354,890168.4559
3523226,BOSTON,19-Jun-2013,11:22 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Cloudy,,SOLDIERS FIELD ROAD Rte UNKNOW W / NORTH HARVARD STREET,,,,,230992.3482,902048.2872
3545864,BOSTON,19-Jun-2013,3:53 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,NORTHERN AVENUE / TRILLING WAY,,,,CONGRESS AT NORTHERN,,238101.8147,899863.4125
3476548,BOSTON,19-Jun-2013,4:00 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning right,V1:Southbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,CHARLESGATE WEST / BEACON STREET,,,,,233543.9754,900022.1832
3479151,BOSTON,19-Jun-2013,6:28 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 90 E / UNKNOWN,,,,,234145.2812,899758.6639
3475961,BOSTON,19-Jun-2013,7:15 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Turning right / V2:Turning right,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,CHARLESGATE WEST Rte UNKNOW / BEACON STREET,,,,,233543.9754,900022.1832
3560858,BOSTON,19-Jun-2013,9:11 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Entering traffic lane,V1:Southbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,HARBORSIDE DRIVE / HARBORSIDE DRIVE,,,,,239068.2331,901171.7228
3510309,BOSTON,19-Jun-2013,9:15 PM,Not Reported,2,0,0,Rear-end,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear/Clear,,350 CHESTNUT HILL AVENUE,,,,,228658.8257,898573.9253
3484081,BOSTON,20-Jun-2013,1:24 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Other ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,SEAPORT BOULEVARD / B STREET / NORTHERN AVENUE,WHISK,,,,,237665.6798,900091.5202
3491272,BOSTON,20-Jun-2013,7:40 AM,Non-fatal injury,3,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,MASSACHUSETTS TURNPIKE Rte 90 W / RAMP - RT 90 WB TO RT 93/ CONGRESS STREE Rte 1A S,,,,,238683.3891,900150.7047
3491296,BOSTON,20-Jun-2013,8:30 AM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Turning right / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Not Reported,PARK DRIVE / BOYLSTON STREET,,,,,,232742.1496,899278.3204
3510013,BOSTON (CHARLESTOWN),20-Jun-2013,9:56 AM,Non-fatal injury,2,3,0,Head-on,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Bus (seats for more than 15 people, including driver)",Dry,Daylight,Clear,,100 CITY SQUARE,,,,,236131.9759,902426.6591
3502433,BOSTON (DORCHESTER),20-Jun-2013,10:22 AM,Not Reported,1,0,0,Single vehicle crash,V1: Not reported,V1:Westbound ,V1: Not reported ,V1: Unknown vehicle configuration,Dry,Daylight,Clear/Clear,,39 PARKMAN STREET,,,,,235591.8423,901385.9123
3491340,BOSTON,20-Jun-2013,10:55 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,MASSACHUSETTS TURNPIKE Rte 90 W / RAMP - CLARENDON STREET TO I90 WB,,,PRU TUNNEL,,234818.9679,899794.5624
3491433,BOSTON,20-Jun-2013,11:00 AM,Non-fatal injury,3,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Clear,,COLUMBIA ROAD Rte UNKNOW / 833,,,,,236629.5205,896836.8622
3510856,BOSTON,20-Jun-2013,1:50 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Passenger car",Dry,Daylight,Clear,,WILLIAM T MORRISSEY BOULEVARD / NEPONSET AVENUE,,,,,237696.0819,892924.3425
3491520,BOSTON,20-Jun-2013,2:32 PM,Property damage only (none injured),2,0,0,Single vehicle crash,V1: Entering traffic lane / V2:Entering traffic lane,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Single-unit truck (2-axle, 6-tire) / V2:Passenger car",Dry,Daylight,Clear,,Rte 93 S / ACCESS ROAD,,Exit 16 on Rte 93,,,236388.1605,897517.5198
3491501,BOSTON,20-Jun-2013,3:11 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Tractor/semi-trailer / V2:Passenger car,Dry,Daylight,Not Reported,JOHN F FITZGERALD EXPRESSWAY Rte 93 S,,,,ZAKIM BRIDGE,,235893.3877,902199.0868
3495733,BOSTON,20-Jun-2013,6:25 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 15 on Rte 93 N,,,236972.2496,896473.4282
3491521,BOSTON,20-Jun-2013,6:45 PM,Non-fatal injury,2,1,0,Angle,V1: Entering traffic lane / V2:Travelling straight ahead,V1:Eastbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,WILLIAM DAY BOULEVARD / FARRAGUT ROAD,,,,,239146.713,898167.8717
3503031,BOSTON (DORCHESTER),20-Jun-2013,10:13 PM,Not Reported,1,0,0,Single vehicle crash,V1: Turning left,V1:Not reported ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear/Clear,ASHMONT STREET / DORCHESTER AVENUE,,,,,,235981.2121,892919.3766
3481789,BOSTON,20-Jun-2013,11:00 PM,Non-fatal injury,1,1,0,Rear-end,V1: Changing lanes,V1:Westbound ,V1: Collision with motor vehicle in traffic ,V1: Motorcycle,Dry,Dark - lighted roadway,Clear,MASSACHUSETTS TURNPIKE Rte 90 W / RAMP - MASSACHUSETTS AVENUE TO RT 90 WB,,,,AFTER PRUDENTIAL TUNNEL,,233650.7371,899794.9294
3491273,BOSTON,21-Jun-2013,6:00 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,MAURICE TOBIN BRIDGE Rte 1 S / TOBIN BRIDGE Rte 1 S,,,TOLL BOOTH,,237203.5224,903843.3959
3545865,BOSTON,21-Jun-2013,7:13 AM,Property damage only (none injured),1,0,0,"Sideswipe, same direction",V1: Slowing or stopped in traffic,V1:Westbound ,V1: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,,,,BLACK FALCON CRUISE TERMINAL,,,
3505596,BOSTON,21-Jun-2013,7:47 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,Rte 93 S / UNKNOWN,,Exit 20 on Rte 93 S,,,236954.209,900826.9442
3505757,BOSTON,21-Jun-2013,11:35 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,,,,236596.9377,901372.2454
3491274,BOSTON,21-Jun-2013,2:42 PM,Non-fatal injury,3,1,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear/Cloudy,,JOHN F FITZGERALD EXPRESSWAY Rte 93 S / SOUTHBOUND FRONTAGE ROAD,,,SOUTH BAY,,236210.0485,897769.3555
3491522,BOSTON,21-Jun-2013,4:50 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Changing lanes / V2:Changing lanes,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S,,Exit 12 on Rte 93 S,,,237620.5493,892713.0989
